brand,franchise_label_auto,n_skus_franchise,n_gps_franchise,gens_detected,first_seen,last_seen,example_names,KEEP_MERGE_SPLIT,new_franchise_label,merge_with_franchise,note
Adidas,League,6,1,,2026-01-22,2026-05-21,Chuteira De Campo adidas League Infantil,,,,
Adidas,Lighstride,6,1,,2025-07-31,2025-10-23,Tênis adidas Lighstride - Feminino,,,,
Adidas,Maculino Runvista,6,1,,2026-04-16,2026-05-21,Tênis Maculino Runvista adidas,,,,
Adidas,Mercedes AMG Petronas Ultimashow 2.0,6,1,,2026-02-26,2026-05-21,Tênis Masculino adidas Mercedes AMG Petronas Ultimashow 2.0,,,,
Adidas,Mercedes AMG Petronas Ultraboost,6,1,5,2026-01-22,2026-05-21,Tênis Masculino adidas Mercedes AMG Petronas Ultraboost 5X,,,,
Adidas,Minecraft Pro,6,1,,2026-04-23,2026-05-21,Tênis Infantil adidas Minecraft Pro,,,,
Adidas,Monofit Disney Minnie,6,1,,2025-07-28,2025-11-22,Tênis adidas Monofit Disney Minnie - Infantil,,,,
Adidas,Para Squash Stabil,6,2,16,2026-01-29,2026-04-09,Tênis para Squash Masculino adidas Stabil 16 | Tênis para Squash adidas Stabil 16 - Masculino,,,,
Adidas,Predator Club Lamine Yamal,6,1,,2025-09-25,2026-05-07,Chuteira De Campo Adulto adidas Predator Club Lamine Yamal,,,,
Adidas,Predator Elite Com Língua Dobrável,6,1,,2026-04-16,2026-05-21,Chuteira de Campo Adulto adidas Predator Elite com Língua Dobrável,,,,
Adidas,Predator Elite FG Lin,6,1,,2026-02-26,2026-05-21,Chuteira de Campo Masculina adidas Predator Elite FG LIN,,,,
Adidas,Predator Elite Jude Bellingham,6,1,,2025-12-04,2026-05-21,Chuteira de Campo Adulto adidas Predator Elite Jude Bellingham,,,,
Adidas,Predator Elite Lin FG,6,1,,2025-08-28,2026-05-21,Chuteira De Campo adidas Predator Elite Lin FG Adulto,,,,
Adidas,Predator Essentials 24.5,6,2,,2025-07-28,2026-05-21,Chuteira Society adidas Predator Essentials 24.5 - Adulto | Chuteira Society adidas Predator Essentials 24.5 - Infantil,,,,
Adidas,Predator Essentialsadidas,6,1,,2026-04-16,2026-05-21,Chuteira De Futsal Adulta Predator Essentialsadidas adidas,,,,
Adidas,Predator FG MG Club,6,1,,2025-07-28,2026-05-21,Chuteira de Campo adidas Predator FG MG Club - Adulto,,,,
Adidas,Predator League Campo FG,6,1,,2026-04-09,2026-05-21,Chuteira De Campo Infantil Predator League Campo FG adidas,,,,
Adidas,Predator League Jude Bellingham,6,1,,2025-11-22,2026-05-21,Chuteira Society Infantil adidas Predator League Jude Bellingham,,,,
Adidas,Predator League Low,6,2,,2025-07-28,2026-05-21,Chuteira de Campo adidas Predator League Low - Adulto | Chuteira De Campo adidas Predator League Low Infantil,,,,
Adidas,Response Branco,6,1,,2025-07-28,2026-01-22,Tênis Feminino adidas Response Branco,,,,
Adidas,Runfalcon Preto,6,1,,2025-11-13,2026-05-21,Tênis adidas Runfalcon Preto - Masculino,,,,
Adidas,Streettalk Sneaker,6,1,,2025-10-16,2026-05-21,Tênis adidas Streettalk Sneaker Feminino,,,,
Adidas,Supernova Ease Corrida,6,1,,2025-09-25,2026-05-21,Tênis Feminino adidas Supernova Ease Corrida,,,,
Adidas,Taekwondo By Stella Mccartney,6,1,,2026-04-09,2026-05-21,Tênis Unissex adidas Taekwondo by Stella McCartney adidas,,,,
Adidas,Tenis Barreda,6,1,,2025-07-28,2026-05-21,Tenis Feminino adidas Barreda,,,,
Adidas,Tenis Break,6,1,0,2026-04-09,2026-05-21,Tenis Masculino Break 2000 adidas,,,,
Adidas,Tenis Grand Court Base Suede,6,1,,2026-01-08,2026-05-21,Tenis Masculino adidas Grand Court Base Suede,,,,
Adidas,Tenis Response Runner,6,1,2,2026-03-12,2026-05-21,TENIS ADIDAS RESPONSE RUNNER 2,,,,
Adidas,Tenis Ultrarun,6,1,5,2025-08-07,2026-05-21,Tenis Feminino adidas Ultrarun 5,,,,
Adidas,Terrex Anylander Mid Rain.rdy,6,1,,2026-03-19,2026-05-21,Tênis Feminino Adidas Terrex Anylander Mid Rain.Rdy,,,,
Adidas,Terrex Anylander R Rdy,6,1,,2026-04-23,2026-05-21,Tênis Feminino Terrex Anylander R Rdy adidas,,,,
Adidas,The Simpsons Adilette Lumia,6,1,,2026-03-19,2026-05-21,Chinelo Unissex adidas The Simpsons Adilette Lumia,,,,
Adidas,Treino By Stella Mccartney Dropset,6,1,,2025-08-07,2025-09-11,Tênis adidas Treino By Stella Mccartney Dropset - Feminino,,,,
Adidas,Tyshawn Ii Core,6,1,,2025-07-28,2026-05-14,Tênis Adidas Tyshawn Ii Core Unissex,,,,
Adidas,Ultimashow 2.0 Audi Revolut,6,1,,2026-03-05,2026-05-21,Tênis Ultimashow 2.0 Audi Revolut Unissex,,,,
Adidas,VL Court Mickey Cf,6,1,,2025-09-25,2025-11-22,Tênis adidas Vl Court Mickey Cf - Infantil,,,,
Adidas,Vs Pace 2.0 Branco/preto,6,1,,2025-07-28,2026-05-21,Tênis adidas Vs Pace 2.0 Masculino Branco/Preto,,,,
Adidas,X Plr Path,6,2,,2025-07-28,2025-12-11,Tênis adidas X Plr Path - Masculino | Tênis adidas X Plr Path - Feminino,,,,
Adidas,X Speedportal 22.4,6,2,,2025-07-28,2026-05-21,Chuteira Society adidas X Speedportal 22.4 - Adulto | Chuteira Society Adulto adidas X Speedportal 22.4,,,,
Adidas,Znscape Znsory,6,1,,2025-07-28,2025-12-18,Chinelo adidas Znscape Znsory Unissex,,,,
Adidas,Adilete Shower U,5,1,,2025-07-28,2026-05-21,Chinelo adidas Adilete Shower U Slide Unissex,,,,
Adidas,Advantage Bubble,5,1,,2025-09-04,2025-11-22,Tênis adidas Advantage Bubble - Infantil,,,,
Adidas,Blusão De Moletom Billabong Mid Arch Wt25,5,1,,2025-07-28,2025-11-27,Blusão de Moletom Billabong Mid Arch WT25 Masculino,,,,
Adidas,Break Star,5,2,,2025-07-28,2025-09-25,Tênis Infantil adidas Break Star | Tênis adidas Break Star - Infantil,,,,
Adidas,Busenitz Vulc Ii Legend Ink,5,1,,2025-07-28,2026-05-14,Tênis adidas Busenitz Vulc II Legend Ink - Masculino,,,,
Adidas,By Stella Mccartney,5,1,4,2025-08-28,2026-05-21,Tênis Unissex adidas by Stella McCartney 4 Taekwondo,,,,
Adidas,Campo Predator Elite FG,5,1,,2025-08-07,2026-05-21,Chuteira Campo Masculina adidas Predator Elite FG,,,,
Adidas,Cano Médio F50 League,5,3,,2025-07-28,2026-03-26,Chuteira de Campo adidas Cano Médio F50 League - Feminino | Chuteira Society Cano Médio adidas F50 League - Adulto | Chuteira de Campo adidas Cano Médio F50 League - Adulto,,,,
Adidas,Copa Pure Ii.1,5,2,,2025-07-28,2026-04-23,Chuteira de Campo adidas Copa Pure Ii.1 - Adulto | Chuteira de Campo adidas Copa Pure II.1 - Adulto,,,,
Adidas,Courtflash Hook And Loop Tennis,5,1,,2025-07-28,2026-01-15,Tênis Infantil adidas Courtflash Hook-and-Loop Tennis,,,,
Adidas,Crazyfast Club,5,1,,2026-01-08,2026-05-21,Chuteira De Futsal adidas Crazyfast Club - Adulta,,,,
Adidas,De Dedo Keitaki Alpha,5,1,,2025-08-22,2026-02-19,Chinelo De Dedo adidas Keitaki Alpha Unissex,,,,
Adidas,De F50 Sparkfusion League,5,2,,2026-02-26,2026-05-21,Chuteira De Society F50 Sparkfusion League adidas Masculino | Chuteira de Society Feminina adidas F50 Sparkfusion League,,,,
Adidas,De Futebol F50 League,5,1,,2025-10-23,2026-05-21,Chuteira de Futebol de Campo Infantil Adidas F50 League,,,,
Adidas,De Língua Dobrável Predator League,5,1,,2026-04-02,2026-05-21,Chuteira de Campo de Língua Dobrável Infantil adidas Predator League,,,,
Adidas,De Predator League Fold Over,5,1,,2025-11-27,2026-05-21,Chuteira De Society adidas Predator League Fold-Over Masculina,,,,
Adidas,De Predator League TF Ii,5,1,,2025-09-04,2026-05-21,Chuteira De Society adidas Predator League TF II Adulto,,,,
Adidas,De Suíço Copa Pure Iii League TF,5,1,,2025-07-28,2026-05-21,Chuteira de Society Adulto Suíço adidas Copa Pure III League Tf,,,,
Adidas,Deportivo Iii TF,5,1,,2025-07-28,2025-09-25,Chuteira Society adidas Deportivo III Tf - Adulto,,,,
Adidas,Disney Barreda Decode,5,1,,2026-04-23,2026-05-21,Tênis Infantil adidas Disney Barreda Decode,,,,
Adidas,Disney Frozen Grand Court 3.0,5,1,,2026-04-23,2026-05-21,TÊNIS Infantil adidas Disney Frozen GRAND COURT 3.0,,,,
Adidas,F50 Club Messi Firm/multi Ground,5,1,,2025-07-31,2026-01-29,Chuteira de Campo adidas F50 Club Messi Firm/Multi-Ground - Adulto,,,,
Adidas,F50 Elite Messi,5,1,,2025-07-28,2026-01-08,Chuteira de Campo adidas F50 Elite Messi - Adulto,,,,
Adidas,F50 League Fg/mg J Messi,5,1,,2025-07-28,2026-02-19,Chuteira de Campo adidas F50 League Fg/mg J Messi - Infantil,,,,
Adidas,F50 Sparkfusion League Cano Alto,5,1,,2026-04-02,2026-05-21,Chuteira de Campo Adulto adidas F50 Sparkfusion League Cano Alto,,,,
Adidas,Forum,5,1,84,2025-10-16,2026-05-21,Tênis adidas Forum 84 Low Adv - Feminino,,,,
Adidas,Futsal Copa Sense.3,5,1,,2026-03-05,2026-05-21,Chuteira Futsal Adulto adidas Copa Sense.3,,,,
Adidas,Futsal Desportivo Ii,5,1,,2025-07-28,2026-01-15,Chuteira Futsal Adulto adidas Desportivo II,,,,
Adidas,Futsal F50 Club IN Messi,5,1,,2025-07-28,2025-11-27,Chuteira Futsal adidas F50 Club In Messi Júnior,,,,
Adidas,Futsal Messi.,5,1,3,2025-07-28,2026-05-21,Chuteira Futsal adidas Messi. 3 X Crazyfast - Adulto,,,,
Adidas,Futsal Predator Accuracy .4,5,2,,2025-07-28,2026-05-21,Chuteira Futsal Infantil adidas Predator Accuracy .4 | Chuteira Futsal Predator Accuracy .4 adidas - Infantil,,,,
Adidas,Futsal X Crazy Club,5,2,,2025-07-28,2026-05-21,Chuteira Futsal adidas X Crazy Club Júnior | Chuteira Futsal Infantil adidas X Crazy Club,,,,
Adidas,Grand 2.0 K,5,1,,2025-10-16,2026-05-21,Tênis Infantil adidas Grand 2.0 K,,,,
Adidas,Grand Court Marvel Homem De Ferro El,5,1,,2026-04-09,2026-05-21,Tênis Infantil Grand Court Marvel Homem de Ferro EL adidas,,,,
Adidas,Grand Court Marvel Spider Man,5,1,,2025-11-22,2026-05-21,Tênis Infantil Adidas Grand Court Marvel Spider Man,,,,
Adidas,Grand Court Spider Man Cf,5,1,,2025-07-28,2025-11-22,Tênis adidas Grand Court Spider Man CF - Infantil,,,,
Adidas,Handball Spezial Mercedes,5,1,,2026-04-09,2026-05-21,Tênis Masculino Handball Spezial Mercedes adidas,,,,
Adidas,Hiking Terrex Free Hiker 2.0 Low,5,1,,2025-07-28,2026-02-05,Tênis Feminino adidas Hiking Terrex Free Hiker 2.0 Low,,,,
Adidas,Litecourt Bright,5,1,,2025-07-28,2026-03-26,Tênis adidas Litecourt Bright - Feminino,,,,
Adidas,Ozelle,5,4,,2025-07-28,2026-05-21,Tênis adidas Ozelle - Feminino | Tênis adidas Ozelle Feminino | Tênis adidas Ozelle - Masculino | Tênis adidas Ozelle - Unissex,,,,
Adidas,Ozelle Cloudfoam,5,2,,2025-07-28,2026-05-14,Tênis adidas Ozelle Cloudfoam - Masculino | Tênis adidas Ozelle Cloudfoam - Unissex,,,,
Adidas,Predator Essentials 24.5 T Jr,5,1,,2025-07-28,2025-10-16,Chuteira Society adidas Predator Essentials 24.5 T Jr - Infantil,,,,
Adidas,Predator League Ft,5,1,,2025-11-13,2026-05-21,Chuteira de Campo Adulto adidas Predator League FT,,,,
Adidas,Predator League Ll TF,5,2,,2025-08-22,2025-10-23,Chuteira de Campo adidas Predator League Ll Tf - Adulto | Chuteira Society adidas Predator League Ll Tf Infantil,,,,
Adidas,Predator League Mid,5,1,,2025-07-28,2026-05-21,Chuteira Society adidas Predator League Mid - Adulto,,,,
Adidas,Predator+ League,5,1,,2025-07-28,2026-05-21,Chuteira de Campo Adulto adidas Predator+ League,,,,
Adidas,Qix Combat Suede,5,1,,2025-07-28,2026-05-21,Tênis Masculino Qix Combat Suede,,,,
Adidas,Run50s,5,2,,2025-07-28,2025-09-04,Tênis adidas Run50S - Masculino | Tênis adidas Run50S - Unissex,,,,
Adidas,Speed,5,1,2,2025-07-28,2026-05-14,Tênis Masculino adidas Speed 2,,,,
Adidas,Suiço Mundial Team,5,1,,2026-02-12,2026-05-21,Tênis Suiço adidas Mundial Team - Masculino,,,,
Adidas,Suiço Predator League Ll TF,5,1,,2025-07-28,2026-05-21,Tênis Suiço adidas Predator League Ll Tf Masculino,,,,
Adidas,Super Nova,5,1,,2025-11-06,2026-05-21,Tênis adidas Super Nova Feminino,,,,
Adidas,Tenis Break Start Bold,5,1,,2026-04-16,2026-05-21,Tenis Feminino Break Start Bold adidas,,,,
Adidas,Tenis Hoops 3.0,5,1,,2026-04-16,2026-05-21,Tenis Infantil Hoops 3.0 adidas,,,,
Adidas,Tensaur Sport If1734,5,1,,2025-07-28,2026-05-21,Tênis Adidas Tensaur Sport If1734 - Infantil,,,,
Adidas,Terrex Anylander Mid R Rdy,5,1,,2025-12-18,2026-05-14,Tênis Masculino adidas Terrex Anylander Mid R Rdy,,,,
Adidas,Umbro Class 2.2,5,1,,2025-08-22,2025-12-11,Chuteira De Campo Umbro Class 2.2 Infantil,,,,
Adidas,X Crazyfast Club,5,2,4,2025-07-28,2026-02-26,Chuteira Society Infantil Adidas X Crazyfast Club 4 | Chuteira adidas X Crazyfast Club Society - Adulto,,,,
Adidas,X Plrpath,5,1,,2025-07-28,2026-03-26,Tênis adidas X Plrpath - Masculino,,,,
Adidas,Adilette Flow,4,3,,2025-07-28,2026-04-30,Chinelo adidas Adilette Flow - Unissex | Chinelo adidas Adilette Flow Slide - Unissex | Chinelo adidas Adilette Flow Slide Unissex,,,,
Adidas,Adilette Lite,4,2,,2026-02-19,2026-05-07,Chinelo adidas Adilette Lite - Adulto | Chinelo Slide adidas Adilette Lite,,,,
Adidas,Adizero Adios,4,2,7,2025-07-28,2026-03-05,Tênis adidas Adizero Adios 7 - Masculino | Tênis adidas Adizero Adios 7 - Feminino,,,,
Adidas,Adizero Drive,4,1,,2026-03-19,2026-04-23,Tênis Adizero Drive adidas Feminino,,,,
Adidas,Adizero Prime X,4,1,2,2025-11-06,2026-05-14,Tênis Unissex adidas Adizero Prime X 2 Strung,,,,
Adidas,Adizero Pro,4,1,3,2025-07-28,2026-01-29,Tênis adidas Adizero Pro 3 - Masculino,,,,
Adidas,Agasalho Moletom Três Listras,4,1,,2025-08-07,2025-11-22,Agasalho Moletom adidas Três Listras Masculino,,,,
Adidas,Aspyre Três Listras,4,1,,2026-04-23,2026-05-21,Tênis Feminino adidas Aspyre Três Listras,,,,
Adidas,Break Start Core,4,1,,2026-04-23,2026-05-21,Tênis Masculino adidas Break Start Core,,,,
Adidas,Camisa Roma I 25/26,4,1,,2025-08-22,2025-10-23,Camisa Roma I adidas 25/26 Unissex,,,,
Adidas,Campo Predator Club Flexible Juvenil,4,1,,2025-07-28,2026-05-21,Chuteira Campo adidas Predator Club Flexible Juvenil Masculina,,,,
Adidas,Copa Sense.1,4,2,,2025-07-28,2026-04-23,Chuteira de Campo Copa Sense.1 adidas - Adulto | Chuteira de Campo adidas Copa Sense.1 - Adulto,,,,
Adidas,Copa Sense.4 TF,4,1,,2026-03-26,2026-05-21,Chuteira Society Adulto adidas Copa Sense.4 TF,,,,
Adidas,Crazyfast,4,3,"1,23",2025-07-28,2026-05-21,Chuteira Society adidas Crazyfast 23 Elite Tf - Adulto | Chuteira Society adidas Crazyfast 1 Turf - Adulto | Chuteira Society adidas Crazyfast 23 - Infantil,,,,
Adidas,Crossfit Rapidmove Adv,4,1,2,2025-07-28,2026-02-26,Tênis Masculino adidas Crossfit Rapidmove Adv 2,,,,
Adidas,De F50 League Lamine Yamal Ll,4,1,,2026-04-16,2026-05-21,Chuteira De Society Adulta F50 League Lamine Yamal LL adidas,,,,
Adidas,Dray Couro,4,1,,2025-07-28,2025-11-22,Chuteira Society Dray Couro - Adulto,,,,
Adidas,F50 Club Futsal,4,1,,2025-07-28,2026-05-21,Chuteira adidas F50 Club Futsal - Infantil,,,,
Adidas,F50 Club Messi Fg/mg,4,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas F50 Club Messi FG/MG - Adulto,,,,
Adidas,F50 Club Messi Fxg,4,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas F50 Club Messi Fxg - Adulto,,,,
Adidas,F50 Elite Sem Cadarço,4,1,,2026-01-29,2026-05-21,Chuteira de Campo Infantil Adidas F50 Elite sem Cadarço,,,,
Adidas,F50 Sparkfusion Club FG,4,1,,2025-07-28,2026-05-21,Chuteira de Campo Feminina adidas F50 Sparkfusion Club FG,,,,
Adidas,Flexmove Pink,4,1,,2026-02-12,2026-05-21,Chinelo adidas Flexmove Pink Unissex,,,,
Adidas,Futsal Kaká Predator Club,4,1,,2026-04-23,2026-05-21,Chuteira Futsal Infantil adidas Kaká Predator Club,,,,
Adidas,Futsal Predator League Sock IN J,4,1,,2025-07-28,2026-04-23,Chuteira Futsal adidas Predator League Sock In J - Infantil,,,,
Adidas,Futsal Umbro Flip,4,1,,2025-08-14,2026-05-21,Chuteira Futsal Infantil Umbro Flip,,,,
Adidas,Futsal X Crazyfast Club IN,4,1,23,2025-07-28,2026-05-21,Chuteira Futsal adidas X Crazyfast Club In 23 Club - Adulto,,,,
Adidas,Futsal X Crazyfast P4,4,1,,2025-07-28,2026-05-21,Chuteira Futsal adidas X Crazyfast P4 - Adulto,,,,
Adidas,Futsal X Speedportal.3,4,1,,2025-07-28,2026-03-05,Chuteira Futsal adidas X Speedportal.3 - Adulto,,,,
Adidas,Galaxy Star 2.0 W,4,1,,2025-07-28,2026-05-21,Tênis adidas Galaxy Star 2.0 W - Feminino,,,,
Adidas,Grand Court 2.0 El Printed,4,1,,2025-07-28,2026-01-29,Tênis adidas Grand Court 2.0 EL Printed - Infantil,,,,
Adidas,Grand Court 3.0 Bubble Baby,4,1,,2026-03-12,2026-05-21,Tênis Grand Court 3.0 Bubble Baby adidas Infantil,,,,
Adidas,Grand Court 3.0 Dubble Baby,4,1,,2026-04-16,2026-05-21,Tênis Unissex adidas Grand Court 3.0 Dubble Baby,,,,
Adidas,Grand Court Homem Aranha,4,1,,2025-07-28,2025-09-04,Tênis adidas Grand Court Homem Aranha - Infantil,,,,
Adidas,Hoops 4.0 J,4,2,,2025-07-28,2026-04-02,Tênis adidas Hoops 4.0 J - Infantil | Tênis Adidas Hoops 4.0 J - Feminino,,,,
Adidas,Infatil VL Court,4,1,,2025-07-28,2026-04-30,Tênis Infatil adidas VL Court,,,,
Adidas,Juvenil Minecraft Pro,4,1,,2026-01-08,2026-05-21,Tênis Juvenil adidas Minecraft Pro,,,,
Adidas,Messi X Crazyfast,4,1,23,2025-07-28,2026-01-01,Chuteira de Campo Messi adidas X Crazyfast 23 Elite Adulto,,,,
Adidas,Ownthegame 2.0,4,1,,2025-07-28,2026-03-26,Tênis adidas Ownthegame 2.0 - Masculino,,,,
Adidas,Penalty Fúria Y,4,1,2,2025-07-28,2025-12-25,Chuteira Society Penalty Fúria Y-2 - Infantil,,,,
Adidas,Predador Accuracy,4,1,3,2025-07-28,2026-02-26,Chuteira Society adidas Predador Accuracy 3 - Adulto,,,,
Adidas,Predator Accuracy.,4,1,4,2025-07-28,2026-05-21,Chuteira de Campo Adidas Predator Accuracy. 4 Fxg - Adulto,,,,
Adidas,Predator Club FG MG,4,1,,2025-07-28,2026-01-29,Chuteira de Campo adidas Predator Club FG MG - Infantil,,,,
Adidas,Predator Club Jr,4,1,,2025-07-28,2026-02-19,Chuteira Society adidas Predator Club Jr - Unissex,,,,
Adidas,Predator Club Sock Firm/multi Ground,4,1,,2025-07-28,2025-11-13,Chuteira de Campo adidas Predator Club Sock Firm/Multi-Ground - Infantil,,,,
Adidas,Predator Elite Ft FG,4,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas Predator Elite Ft Fg - Adulto,,,,
Adidas,Predator Elite Língua Dobrável,4,1,,2026-04-23,2026-05-21,Chuteira de Campo Adulto adidas Predator Elite Língua dobrável,,,,
Adidas,Predator Essentials Artilheira,4,1,,2025-07-28,2025-11-27,Chuteira Society adidas Predator Essentials Artilheira - Infantil,,,,
Adidas,Predator League Academy Low TF,4,1,,2025-09-11,2026-05-21,Chuteira Society adidas Predator League Academy Low TF - Infantil,,,,
Adidas,Predator League Ft FG,4,1,,2025-10-23,2026-05-21,Chuteira De Campo adidas Predator League FT FG Unissex,,,,
Adidas,Predator League Ft FG MG,4,1,,2025-07-28,2025-12-11,Chuteira de Campo Adulto Adidas Predator League FT FG MG,,,,
Adidas,Predator League Jude Bellingham Fold Over Tongue,4,1,,2025-07-28,2026-04-23,Chuteira de Campo Infantil adidas Predator League Jude Bellingham Fold-Over Tongue,,,,
Adidas,Predator Mania,4,1,,2026-01-15,2026-04-30,Chuteira de Campo Adulto adidas Predator Mania,,,,
Adidas,Puremotion 2.0,4,2,,2025-07-28,2025-10-23,Tênis adidas Puremotion 2.0 - Feminino | TÊNIS ADIDAS PUREMOTION 2.0 - FEMININO,,,,
Adidas,Racer Tr,4,2,21,2025-07-28,2026-05-21,Tênis adidas RACER TR 21 W - Feminino | Tênis adidas Racer TR 21 - Feminino,,,,
Adidas,Racer Tr23 El Preto E Azul,4,1,,2025-09-04,2025-11-22,Tênis Adidas Racer TR23 EL Infantil Preto e Azul,,,,
Adidas,Samba Classic,4,1,,2025-07-28,2025-08-28,Tênis adidas Samba Classic Masculino,,,,
Adidas,Tensaur Run 2.0 K Branco,4,1,,2025-07-28,2026-04-23,Tênis adidas Tensaur Run 2.0 K Feminino Branco,,,,
Adidas,VL Court Base Branco E Verde,4,1,,2025-07-28,2026-02-19,Tênis adidas Vl Court Base Branco E Verde,,,,
Adidas,X,4,1,22,2025-07-28,2026-05-21,Chuteira Society adidas X 22 4 - Adulto,,,,
Adidas,X Crazyfast Brasil.1 FG,4,1,,2025-07-28,2026-04-30,Chuteira de Campo adidas X Crazyfast Brasil.1 Fg - Adulto,,,,
Adidas,X Crazyfast Elite,4,1,,2025-07-28,2026-05-21,Chuteira de Campo adidas X Crazyfast Elite - Adulto,,,,
Adidas,X Disney Lion King VL Court,4,1,,2025-07-28,2025-09-25,Tênis adidas X Disney Lion King Vl Court - Infantil,,,,
Adidas,X Speedportal.1,4,1,,2026-01-29,2026-02-26,Chuteira Society adidas X Speedportal.1 - Adulto,,,,
Adidas,4Dfwd,3,2,4,2025-07-28,2026-01-29,Tênis adidas 4Dfwd 4 M - Masculino | Tênis adidas 4Dfwd 4 Running - Feminino,,,,
Adidas,Acelera Caminhada Limão,3,1,,2025-07-28,2025-11-22,Tênis Adidas Acelera Caminhada Limão - Masculino,,,,
Adidas,Acelera Caminhada Pink,3,1,,2025-07-28,2025-11-06,Tênis Adidas Acelera Caminhada Pink - Feminino,,,,
Adidas,Adilette Comfort Mercedes AMG Petronas,3,1,,2025-07-28,2025-10-23,Chinelo adidas Adilette Comfort Mercedes AMG Petronas Unissex,,,,
Adidas,Adilette Platform,3,1,,2025-07-28,2025-10-23,Chinelo adidas Adilette Platform - Feminina,,,,
Adidas,Adilette Show,3,1,,2025-09-04,2026-05-07,Chinelo adidas Adilette Show Unissex,,,,
Adidas,Advantage Homem Aranha Juvenil,3,1,,2025-07-28,2025-11-22,Tênis adidas Advantage Homem Aranha - Juvenil,,,,
Adidas,Advantage Smiley,3,1,,2025-07-28,2025-09-25,Tênis adidas Advantage Smiley - Infantil,,,,
Adidas,Aquática Disney Mickey Mouse Para Bebês,3,1,,2025-12-18,2026-03-26,Sandália Aquática adidas Disney Mickey Mouse para bebês,,,,
Adidas,Aquática Para Bebês Disney Minnie Mouse,3,1,,2025-12-18,2026-05-21,Sandália Aquática para bebês adidas Disney Minnie Mouse,,,,
Adidas,Breaknet 2.0k,3,1,,2025-07-28,2026-05-21,Tênis Infantil adidas Breaknet 2.0K,,,,
Adidas,Breaknet Lifestyle Court,3,1,,2025-07-28,2026-05-21,Tênis adidas Breaknet Lifestyle Court - Infantil,,,,
Adidas,Breaknet Lifestyle Court Lace,3,1,,2025-07-31,2025-10-16,Tênis adidas Breaknet Lifestyle Court Lace - Infantil,,,,
Adidas,Campo Predator Club Firm Multi Ground,3,1,,2025-09-04,2026-02-26,Chuteira Campo Júnior adidas Predator Club Firm Multi-Ground,,,,
Adidas,Campo Predator Club Fxg Jr,3,1,,2025-07-28,2025-12-25,Chuteira Campo adidas Predator Club Fxg Jr - Infantil,,,,
Adidas,Copa Pure Ii,3,2,,2025-09-25,2026-02-12,Chuteira de Campo Adulto Adidas Copa Pure II | Chuteira Society Adulto Adidas Copa Pure II,,,,
Adidas,Copa Pure Ii Elite,3,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas Copa Pure Ii Elite - Adulto,,,,
Adidas,Copa Pure Iii League Fg/mg,3,1,,2025-07-28,2025-10-23,Chuteira de Campo adidas Copa Pure III League FG/MG - Adulto,,,,
Adidas,Copa Pure P1,3,1,,2025-07-28,2026-04-23,Chuteira de Campo adidas Copa Pure P1 - Adulto,,,,
Adidas,Court Plataform,3,1,,2025-07-28,2025-09-04,Tênis adidas Court Plataform - Feminino,,,,
Adidas,Court Platform Leo,3,1,,2025-07-28,2026-04-09,Tênis adidas Court Platform Leo - Feminino,,,,
Adidas,Court Platform Suede,3,1,,2025-08-07,2026-04-16,Tênis adidas Court Platform Suede - Feminino,,,,
Adidas,De F50 Club TF Messi,3,1,,2025-07-28,2026-01-08,Chuteira de Society Infantil adidas F50 Club TF Messi,,,,
Adidas,De Futebol F50 League Ll Fg/mg,3,2,,2025-07-28,2025-09-04,Chuteira de Futebol de Campo Adidas F50 League LL FG/MG Masculino | Chuteira de Futebol de Campo adidas F50 League Ll Fg/Mg - Adulto,,,,
Adidas,De X Crazyfast,3,1,4,2026-01-08,2026-04-23,Chuteira De Society adidas X Crazyfast 4 TF - Adulta,,,,
Adidas,Disney Mickey Mouse Para Bebê,3,1,,2026-04-02,2026-05-21,Sandália Infantil Adidas Disney Mickey Mouse Para Bebê,,,,
Adidas,Edge Lux Vi,3,1,,2026-01-08,2026-05-21,Tênis Feminino adidas Edge Lux VI,,,,
Adidas,Estrap,3,1,,2025-07-28,2025-08-28,Chinelo adidas Estrap Slide - Infantil,,,,
Adidas,F50 Club Flexible Messi,3,1,,2025-10-23,2026-05-07,Chuteira de Campo Infantil Adidas F50 Club Flexible Messi,,,,
Adidas,F50 Club Messi + Meião Milano,3,1,23,2025-07-28,2026-01-22,Chuteira de Campo adidas F50 Club Messi + Meião adidas Milano 23 - Adulto,,,,
Adidas,F50 Club Messi Fg/mg Infrantil,3,1,,2025-07-28,2026-01-08,Chuteira de Campo adidas F50 Club Messi FG/MG - Infrantil,,,,
Adidas,F50 Club Vel,3,1,,2025-07-28,2026-03-12,Chuteira Society adidas F50 Club Vel - Infantil,,,,
Adidas,F50 League IN,3,1,,2025-07-28,2026-05-21,Chuteira de Futsal adidas F50 League IN - Infantil,,,,
Adidas,Futsal Artilheira Vi,3,2,,2025-07-28,2026-02-05,Chuteira Futsal adidas Artilheira VI - Adulto | Chuteira Futsal Artilheira VI adidas - Adulto,,,,
Adidas,Futsal Predator Essentials 24.5 I,3,1,,2025-07-28,2025-09-25,Chuteira Futsal adidas Predator Essentials 24.5 I - Infantil,,,,
